"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
bdi_irritable,beck_depression_inventory_v2,,radio,"17. Irratibility","0, I am no more irritable than usual | 1, I am more irritable than usual | 2, I am much more irritable than usual | 3, I am irritable all the time",,,,,,,,,,,,
bdi_changesappetite,beck_depression_inventory_v2,,radio,"18. Changes in Appetite","0, 0. I have not experienced any changes in my appetite | 1, 1a. My appetite is somewhat less than usual | 2, 1b. My appetite is somewhat greater than usual | 3, 2a. My appetite is much less than before | 4, 2b. My appetite is much gretaer than usual | 5, 3a. I have no appetite at all | 6, 3b. I crave food all the time",,,,,,,,,,,,
bdi_concentration,beck_depression_inventory_v2,,radio,"19. Concentration Difficulty","0, I can concetrate as well as ever | 1, I can't concentrate as well as usual | 2, It's hard to keep my mind on anything for very long | 3, I find can't concetrate anything",,,,,,,,,,,,
bdi_tirednessorfatigue,beck_depression_inventory_v2,,radio,"20. Tiredness or Fatigue
","0, I am no more tired or fatigued than usual | 1, I get more tired or fatigue more easily than usual | 2, I am too tired or fatigued to do a lot of the things I used to do | 3, I am too tired or fatigued to do most of the things I used to do",,,,,,,,,,,,
bdi_lossintersex,beck_depression_inventory_v2,,radio,"21. Loss of Interest in Sex","0, I have not noticed any recent change in my interest in sex | 1, I am less interested in sex than I used to be | 2, I am much less interested in sex now | 3, I have lost interest in sex completely",,,,,,,,,,,,
cssrs_1,columbia_suicide_severity_rating_scale,"SUICIDAL IDEATION",radio,"1. Have you wished you were dead or wished you could go to sleep and not wake up?","0, No | 1, Yes",,,,,,,,,,,,
cssrs_1_describe,columbia_suicide_severity_rating_scale,,text,"If Yes, describe:",,,,,,,"[cssrs_1] = '1'",,,,,,
cssrs_2,columbia_suicide_severity_rating_scale,,radio,"2. Have you actually had any thoughts of Killing yourself?","0, No | 1, Yes",,,,,,,,,,,,
cssrs_2_describe,columbia_suicide_severity_rating_scale,,text,"If Yes, describe:",,,,,,,"[cssrs_2] = '1'",,,,,,
cssrs_3,columbia_suicide_severity_rating_scale,,radio,"3. Have you been thinking about how you might do this?","0, No | 1, Yes",,,,,,,,,,,,
cssrs_3_describe,columbia_suicide_severity_rating_scale,,text,"If Yes, describe:",,,,,,,"[cssrs_3] = '1'",,,,,,
cssrs_4,columbia_suicide_severity_rating_scale,,radio,"4. Have you had these thoughts and had some intention of acting on them?","0, No | 1, Yes",,,,,,,,,,,,
cssrs_4_describe,columbia_suicide_severity_rating_scale,,text,"If Yes, describe:",,,,,,,"[cssrs_4] = '1'",,,,,,
cssrs_5,columbia_suicide_severity_rating_scale,,radio,"5. Have you started to work out or worked out the details of how to kill yourself? Do you intend to carry out this plan?","0, No | 1, Yes",,,,,,,,,,,,
cssrs_5_describe,columbia_suicide_severity_rating_scale,,text,"If Yes, describe:",,,,,,,"[cssrs_5] = '1'",,,,,,
cssrs_6,columbia_suicide_severity_rating_scale,"INTENSITY OF IDEATION",radio,"Most Severe Ideation:","1, (1) Least severe | 2, (2) | 3, (3) | 4, (4) | 5, (5) Most severe",,,,,,,,,,,,
cssrs_6_description,columbia_suicide_severity_rating_scale,,text,"Description of Ideation:",,,,,,,"[cssrs_6] = '0' or [cssrs_6] = '1' or [cssrs_6] = '2' or [cssrs_6] = '3' or [cssrs_6] = '4'",,,,,,
cssrs_7,columbia_suicide_severity_rating_scale,,radio,"Frequency: 
How many times have you had these thoughts? ","1, (1) Less than once a week | 2, (2) Once a week | 3, (3) 2-5 times in week | 4, (4) Daily or almost daily | 5, (5) Many times each day",,,,,,,,,,,,
cssrs_8,columbia_suicide_severity_rating_scale,,radio,"Duration:
When you have the thoughts how long do they last?","1, (1) Fleeting - few seconds or minutes | 2, (2) Less than 1 hour/some of the time | 3, (3) 1-4 hours/a lot of time | 4, (4) 4-8 hours/most of day | 5, (5) More than 8 hours/persistent or continuous",,,,,,,,,,,,
cssrs_9,columbia_suicide_severity_rating_scale,,radio,"Controllabilty:
Could/can you stop thinking about killing yourself or wanting to die if you want to?","1, (1) Easily able to control thoughts | 2, (2) Can control thoughts with little difficulty | 3, (3) Can control thoughts with some difficulty | 4, (4) Can control thoughts with a lot of difficulty | 5, (5) Unable to control thoughts | 0, (0) Does not attempt to control thoughts",,,,,,,,,,,,
cssrs_10,columbia_suicide_severity_rating_scale,,radio,"Deterrents:
Are there things - anyone or anything (e.g., family, religion, pain of death) - that stopped you from wanting to die or acting on thoughts of committing suicide?","1, (1) Deterrents definitely stopped you from attempting suicide | 2, (2) Deterrents probably stopped you | 3, (3) Uncertain that deterrents stopped you | 4, (4) Deterrents most likely did not stop you | 5, (5) Deterrents definitely did not stop you | 0, (0) Does not apply",,,,,,,,,,,,
cssrs_11,columbia_suicide_severity_rating_scale,,radio,"Reason for Ideation:
What sort of reasons did you have for thinking about wanting to die or killing yourself? Was it to end the pain or stop the way you were feeling (in other words you couldn't go on living with this pain or how you were
feeling) or was it to get attention, revenge or a reaction from others? Or both?","1, (1) Completely to get attention, revenge or a reaction from Others | 2, (2) Mostly to get attention, revenge or a reaction from Others | 3, (3) Equally to get attention, revenge or a reaction from others and to end/stop the pain | 4, (4) Mostly to end or stop the pain (you couldn't go on living with the pain or how you were feeling) | 5, (5) Completely to end or stop the pain (you couldn't go on living with the pain or how you were feeling) | 0, (0) Does not apply",,,,,,,,,,,,
cssrs_12,columbia_suicide_severity_rating_scale,"SUICIDAL BEHAVIOR",radio,"Actual Attempt:
There does not have to be any injury or harm:","0, No | 1, Yes",,,,,,,,,,,,
cssrs_12_a,columbia_suicide_severity_rating_scale,,text,"Have you made a suicide attempt?",,,,,,,"[cssrs_12_i] = '1'",,,,,,
cssrs_12_b,columbia_suicide_severity_rating_scale,,text,"Have you done anything to harm yourself?",,,,,,,"[cssrs_12_i] = '1'",,,,,,
cssrs_12_c,columbia_suicide_severity_rating_scale,,text,"Have you done anything dangerous where you could have died?",,,,,,,"[cssrs_12_i] = '1'",,,,,,
cssrs_12_d,columbia_suicide_severity_rating_scale,,text,"What did you do?",,,,,,,"[cssrs_12_i] = '1'",,,,,,
cssrs_12_e,columbia_suicide_severity_rating_scale,,text,"Did you___________as a way to end your self?",,,,,,,"[cssrs_12_i] = '1'",,,,,,
cssrs_12_f,columbia_suicide_severity_rating_scale,,text,"Did you want to die (even a little) when you_________?",,,,,,,"[cssrs_12_i] = '1'",,,,,,
cssrs_12_g,columbia_suicide_severity_rating_scale,,text,"Were you trying to end your life when you__________?",,,,,,,"[cssrs_12_i] = '1'",,,,,,
cssrs_12_h,columbia_suicide_severity_rating_scale,,text,"Or did you think it was possible you could have died from_____________?",,,,,,,"[cssrs_12_i] = '1'",,,,,,
cssrs_12_i,columbia_suicide_severity_rating_scale,,radio,"Or did you do it purely for other reason/without ANY intention of killing yourself (like to relieve stress, feel better, get sympathy, or get something else to happen)? ","0, No | 1, Yes",,,,,,"[cssrs_12_i] = '1'",,,,,,
cssrs_12_i_describe,columbia_suicide_severity_rating_scale,,text,"If Yes, describe:",,,,,,,"[cssrs_12] = '1' and [cssrs_12_i] = '1'",,,,,,
cssrs_12_attempt,columbia_suicide_severity_rating_scale,,text,"Total # of Attempt",,,,,,,"[cssrs_12] = '1'",,,,,,
cssrs_12_j,columbia_suicide_severity_rating_scale,,radio,"Has subject engaged in Non-Suicidal Self-Injurious Behavior?","0, No | 1, Yes",,,,,,"[cssrs_12] = '1'",,,,,,
cssrs_13,columbia_suicide_severity_rating_scale,,radio,"Interrupted Attempt:
Has there been a time when you started to do something to end your life but someone or something stopped you before
you actually did anything?","0, No | 1, Yes",,,,,,,,,,,,
cssrs_13_describe,columbia_suicide_severity_rating_scale,,text,"If, Yes describe:",,,,,,,"[cssrs_13] = '1'",,,,,,
cssrs_13_number,columbia_suicide_severity_rating_scale,,text,"Total # of interrupted",,,,,,,"[cssrs_13] = '1'",,,,,,
cssrs_14,columbia_suicide_severity_rating_scale,,radio,"Aborted or Self-Interrupted Attempt:
Has there been a time when you started to do something to try to end your life but you stopped yourself before you
actually did anything?","0, No | 1, Yes",,,,,,,,,,,,
cssrs_14_describe,columbia_suicide_severity_rating_scale,,text,"If Yes, describe:",,,,,,,"[cssrs_14] = '1'",,,,,,
cssrs_14_number,columbia_suicide_severity_rating_scale,,text,"Total # of aborted or self-interrupted",,,,,,,"[cssrs_14] = '1'",,,,,,
cssrs_15,columbia_suicide_severity_rating_scale,,radio,"Preparatory Acts or Behavior:
Have you taken any steps towards making a suicide attempt or preparing to kill yourself (such as collecting pills, getting a gun, giving valuables away or writing a suicide note)?","0, No | 1, Yes",,,,,,,,,,,,
cssrs_15_describe,columbia_suicide_severity_rating_scale,,text,"If Yes, describe:",,,,,,,"[cssrs_15] = '1'",,,,,,
cssrs_15_number,columbia_suicide_severity_rating_scale,,text,"Total # of preparatory acts",,,,,,,"[cssrs_15] = '1'",,,,,,
cssrs_16i,columbia_suicide_severity_rating_scale,"Actual Lethality/Medical Damage:

0. No physical damage or very minor physical damage (e.g., surface scratches).
1. Minor physical damage (e.g., lethargic speech; first-degree burns; mild bleeding; sprains).
2. Moderate physical damage; medical attention needed (e.g., conscious but sleepy, somewhat responsive; second-degree
burns; bleeding of major vessel).
3. Moderately severe physical damage; medical hospitalization and likely intensive care required (e.g., comatose with reflexes
intact; third-degree burns less than 20% of body; extensive blood loss but can recover; major fractures).
4. Severe physical damage; medical hospitalization with intensive care required (e.g., comatose without reflexes; third-degree
burns over 20% of body; extensive blood loss with unstable vital signs; major damage to a vital area).
5. Death",radio,"Most Recent Attempt ''Enter Code'':","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",,,,,,,,,,cssrs_16,,
cssr_16ii,columbia_suicide_severity_rating_scale,,radio,"Most Lethal Attempt ''Enter Code''","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",,,,,,,,,,cssrs_16,,
cssr_16iii,columbia_suicide_severity_rating_scale,,radio,"Initial/First Attempt ''Enter Code'':","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",,,,,,,,,,cssrs_16,,
cssrs_17_i,columbia_suicide_severity_rating_scale,"Potential Lethality: *********Only Answer if Actual Lethality=0************
Likely lethality of actual attempt if no medical damage (the following examples, while having no actual medical damage, had potential for very serious lethality: put gun in mouth and pulled the trigger but gun fails to fire so no medical damage; laying on train tracks with oncoming train but pulled away before run over).

0 = Behavior not likely to result in injury
1 = Behavior likely to result in injury but not likely to cause death
2 = Behavior likely to result in death despite available medical care",radio,"Most Recent Attempt ''Enter Code'':","0, 0 | 1, 1 | 2, 2",,,,,,"[cssr_16iii] = '0'",,,,cssrs_17,,
cssrs_17_ii,columbia_suicide_severity_rating_scale,,radio,"Most Lethal Attempt ''Enter Code''","0, 0 | 1, 1 | 2, 2",,,,,,"[cssr_16iii] = '0'",,,,cssrs_17,,
cssrs_17_iii,columbia_suicide_severity_rating_scale,,radio,"Initial/First Attempt ''Enter Code'':","0, 0 | 1, 1 | 2, 2",,,,,,"[cssr_16iii] = '0'",,,,cssrs_17,,
clinc_info_conc_medi,clinical_information,"Concomitant medication",radio,"Are you currently taking any concomitant medication other than from MS?","0, No | 1, Yes",,,,,,,,,,,,
clinc_info_conc_medi_medic,clinical_information,,text,Medication:,,,,,,,"[clinc_info_conc_medi] = '1'",,,,,,
clinc_info_conc_medi_dose,clinical_information,,text,Dose:,,,,,,,"[clinc_info_conc_medi] = '1'",,,,,,
clinc_info_conc_medi_units,clinical_information,,text,Units:,,,,,,,"[clinc_info_conc_medi] = '1'",,,,,,
clinc_info_conc_medi_frequency,clinical_information,,text,Frequency:,,,,,,,"[clinc_info_conc_medi] = '1'",,,,,,
clinc_info_conc_medi_route,clinical_information,,text,Route:,,,,,,,"[clinc_info_conc_medi] = '1'",,,,,,
cl_info_conc_medi_reason,clinical_information,,text,Reason:,,,,,,,"[clinc_info_conc_medi] = '1'",,,,,,
clinc_info_conc_medi_indication,clinical_information,,text,Indication:,,,,,,,"[clinc_info_conc_medi] = '1'",,,,,,
clinc_info_conc_medi_st_date,clinical_information,,text,"Start Date:",,,date_dmy,,,,"[clinc_info_conc_medi] = '1'",,,,,,
clinc_info_conc_medi_end_date,clinical_information,,text,"End Date:",,,date_dmy,,,,"[clinc_info_conc_medi] = '1'",,,,,,
cl_info_conc_proced,clinical_information,"Concomitant procedures",radio,"Are you currently receiving any concomitant procedures?","0, No | 1, Yes",,,,,,,,,,,,
cl_info_conc_proced_proced,clinical_information,,text,Procedure:,,,,,,,"[cl_info_conc_proced] = '1'",,,,,,
cl_info_conc_proced_reason,clinical_information,,radio,Reason:,"0, Medical | 1, MS | 2, Depression",,,,,,"[cl_info_conc_proced] = '1'",,,,,,
cl_info_conc_proced_indication,clinical_information,,text,Indication:,,,,,,,"[cl_info_conc_proced] = '1'",,,,,,
cl_info_conc_proced_st_date,clinical_information,,text,"Start Date:",,,date_dmy,,,,"[cl_info_conc_proced] = '1'",,,,,,
cl_info_conc_proced_end_date,clinical_information,,text,"End Date:",,,date_dmy,,,,"[cl_info_conc_proced] = '1'",,,,,,
adv_event_experienced,adverse_event,,radio,"1. Did you experienced any adverse event since the last visit?","0, No | 1, Yes",,,,,,,,,,,,
adv_event_diagnosis,adverse_event,,text,Diagnosis:,,,,,,,"[adv_event_experienced] = '1'",,,,,,
adv_event_severity,adverse_event,,radio,Severity:,"0, Moderate | 1, Mild | 2, Severe",,,,,,"[adv_event_experienced] = '1'",,,,,,
adv_event_techn_procedures,adverse_event,,radio,"It is related to study technology or procedures:","0, No | 1, Yes",,,,,,"[adv_event_experienced] = '1'",,,,,,
adv_event_start_date,adverse_event,,text,"Start Date:",,,date_dmy,,,,"[adv_event_experienced] = '1'",,,,,,
adv_event_end_date,adverse_event,,text,"End Date:",,,date_dmy,,,,"[adv_event_experienced] = '1'",,,,,,
adv_event_action_taken,adverse_event,,radio,"Action taken:","0, None | 1, Concomitant medication | 2, Concomitant procedures",,,,,,"[adv_event_experienced] = '1'",,,,,,
adv_event_fill1,adverse_event,,descriptive,"**********Please fill ''concomitant medication'' in ''clinical information'' instrument**********",,,,,,,"[adv_event_action_taken] = '1'",,,,,,
adv_event_fill2,adverse_event,,descriptive,"**********Please fill ''concomitant procedures'' in ''clinical information'' instrument**********",,,,,,,"[adv_event_action_taken] = '2'",,,,,,
adv_event_serious_event,adverse_event,,radio,"It is a serious adverse event? ","0, No | 1, Yes",,,,,,"[adv_event_experienced] = '1'",,,,,,
adv_event_study_technology,adverse_event,,radio,"2. Did you encounter any problem related to use the study technology?","0, No | 1, Yes",,,,,,,,,,,,
adv_event_problem_techn,adverse_event,,descriptive,"**********If Yes fill ''Technological Issues'' instrument**********",,,,,,,"[adv_event_study_technology] = '1'",,,,,,
ch_ms_tr_med_adh,changes_in_ms_treatment_and_medication_adherence,,radio,"Are you currently take DMT?","0, No | 1, Yes",,,,,,,,,,,,
ch_ms_tr_med_adh_percentage,changes_in_ms_treatment_and_medication_adherence,,slider,"People often do not take their medication for several reasons. In the past (3) month(s), what percentage of the time have you taken your medication as prescribed?","0 | 100",,number,,,,"[ch_ms_tr_med_adh] = '1'",,RH,,,,
ch_ms_tr_med_adh_dmt_change,changes_in_ms_treatment_and_medication_adherence,,radio,"Did the DMT changed from previous visit?","0, No | 1, Yes",,,,,,,,,,,,
ch_ms_tr_med_adh_reason_chang,changes_in_ms_treatment_and_medication_adherence,,radio,"What was the reasons of the change:","0, Inefficacy | 1, Side Effects | 2, Patient decision | 3, Other",,,,,,"[ch_ms_tr_med_adh_dmt_change] = '1'",,,,,,
ch_ms_tr_med_adh_specify,changes_in_ms_treatment_and_medication_adherence,,text,Specify:,,,,,,,"[ch_ms_tr_med_adh_reason_chang] = '3'",,,,,,
ms_sympt_relap_ass,ms_symptomatology_relapse_assessment,,radio,"1. Did you experienced any relapse since the last visit (diagnosed by your neurologist)? ","0, No | 1, Yes",,,,,,,,,,,,
ms_sympt_relap_ass_dat_onset,ms_symptomatology_relapse_assessment,,text,"Date of onset symptoms",,,date_dmy,,,,"[ms_sympt_relap_ass] = '1'",,,,,,
ms_sympt_relap_ass_neu_func_aff,ms_symptomatology_relapse_assessment,,radio,"Neuorological functions affected:","0, Visual | 1, Pyramidal | 2, Cerebellar | 3, Sensory | 4, Other",,,,,,"[ms_sympt_relap_ass] = '1'",,,,,,
ms_sympt_relap_ass_specify,ms_symptomatology_relapse_assessment,,text,Specify:,,,,,,,"[ms_sympt_relap_ass_neu_func_aff] = '4'",,,,,,
ms_sympt_relap_ass_steroids,ms_symptomatology_relapse_assessment,,radio,"2. Did you received any steroids treatment since the last visit?  ","0, No | 1, Yes",,,,,,,,,,,,
ms_sympt_relap_ass_specify2,ms_symptomatology_relapse_assessment,,descriptive,"**********If Yes, please fill ''Concomitat medication'' in ''Clinical information'' instrument**********",,,,,,,"[ms_sympt_relap_ass_steroids] = '1'",,,,,,
techn_issues_probl,technological_issues,,radio,"Are you encountered any problems to use the study technology?","0, No | 1, Yes",,,,,,,,,,,,
techn_issues_type_probl,technological_issues,,radio,"Type of problem:","0, Data uploading | 1, Wi-Fi connection | 2, Device configuration | 3, Battery charging | 4, Other",,,,,,"[techn_issues_probl] = '1'",,,,,,
techn_issues_type_probl_specfy,technological_issues,,text,Specify:,,,,,,,"[techn_issues_type_probl] = '4'",,,,,,
techn_issues_probl_st_date,technological_issues,,text,"Start Date:",,,date_dmy,,,,"[techn_issues_probl] = '1'",,,,,,
techn_issues_probl_end_date,technological_issues,,text,"End Date:",,,date_dmy,,,,"[techn_issues_probl] = '1'",,,,,,
techn_issues_probl_act_taken,technological_issues,,radio,"Action taken:","0, Re-training | 1, Device Re-configuration | 2, Device replacement | 3, Other",,,,,,"[techn_issues_probl] = '1'",,,,,,
techn_issues_probl_act_taken_specify,technological_issues,,text,"Specify other:",,,,,,,"[techn_issues_probl_act_taken] = '3'",,,,,,
sdm_score,symbol_digit_modality_test,,text,"Symbol Digit Modality test score",,,integer,,,,,,,,,,
pyramidal_score,expanded_disability_status_scale,,radio,"Pyramidal functions (weakness)","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",,,,,,,,RH,,,,
cerebellar_score,expanded_disability_status_scale,,radio,"Cerebellar functions (ataxia, loss of coordination)","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, x",,,,,,,,RH,,,,
brainstem_score,expanded_disability_status_scale,,radio,"Brainstem functions (problems with)","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",,,,,,,,RH,,,,
sensory_score,expanded_disability_status_scale,,radio,"Sensory functions (numbness or loss of sensations)","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6",,,,,,,,RH,,,,
bladder_bowel_score,expanded_disability_status_scale,,radio,Bowel,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6",,,,,,,,RH,,,,
bladder_bowel_c_score,expanded_disability_status_scale,,text,"CONVERTED bowel and bladder FS score",,,integer,,,,"if([bladder_bowel_score]>3,[bladder_bowel_score]-1,[bladder_bowel_score])",,RH,,,,
visual_score,expanded_disability_status_scale,,radio,"Visual function","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6",,,,,,,,RH,,,,
visual_c_score,expanded_disability_status_scale,,text,"CONVERTED visual FS score",,,integer,,,,"if([visual_score]>4,[visual_score]-2,if([visual_score]>2,[visual_score]-2,[visual_score]))",,RH,,,,
cerebral_score,expanded_disability_status_scale,,radio,"Cerebral functions ","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",,,,,,,,RH,,,,
ambulation_meters,expanded_disability_status_scale,,text,"Meters walked",,m,number,,,,,,,,,,
ambulation_aid,expanded_disability_status_scale,,radio,"Walking aid?","0, No | 1, Yes",,,,,,,,,,,,
ambulation_unilateral_aid,expanded_disability_status_scale,,radio,"Unilateral walking aid?","0, No | 1, Yes",,,,,,"[ambulation_aid]=""1""",,,,,,
ambulation_bilateral_aid,expanded_disability_status_scale,,radio,"Bilateral walking aid?","0, No | 1, Yes",,,,,,"[ambulation_aid]=""1""",,,,,,
specify_walking_aid,expanded_disability_status_scale,,text,"Specify walking aid(s)",,,,,,,,,,,,,
ambulation_index,expanded_disability_status_scale,,radio,"Ambulation Index","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12",,,,,,,,RH,,,,
edds_score,expanded_disability_status_scale,,text,"Overall score",,,integer,,,,,,,,,,
number_step,mwt,,text,"Number of step",,,,,,,,,,,,,
unsch_visit_date,unscheduled_visit,,text,"Date of visit:",,,date_dmy,,,,,,,,,,
unsch_visit_type_cont,unscheduled_visit,,radio,"Type of contact:","0, Face to face | 1, Phone contact | 2, Other",,,,,,,,,,,,
unsch_visit_type_cont_speci,unscheduled_visit,,text,"Specify other:",,,,,,,"[unsch_visit_type_cont] = '2'",,,,,,
unsch_visit_reason,unscheduled_visit,,radio,Reason:,"0, MS relapse | 1, Technological Issue | 2, Adverse Event | 3, Depressive symptomatology",,,,,,,,,,,,
unsch_visit_message1,unscheduled_visit,,descriptive,"Please fill ''Technological Issues'' instrument",,,,,,,"[unsch_visit_reason] = '1'",,,,,,
unsch_visit_meassage2,unscheduled_visit,,descriptive,"Please fill ''Adverse event'' instrument",,,,,,,"[unsch_visit_reason] = '2'",,,,,,
